chapterNo,postNo,text,amount
5582,71,"Konsesjonsavgifter fra vannkraftutbygging ",149000000
5700,71,"Trygdeavgift ",116400000000
5701,71,"Refusjon ved yrkesskade ",844000000
5501,72,"Fellesskatt ",221500000000
5507,72,"Særskatt på oljeinntekter ",111900000000
5536,72,"Årsavgift ",10060000000
5559,72,"Miljøavgift på plast ",25000000
5568,72,"Vederlag TV2 ",10509000
5572,72,"Avgift utsalgssteder utenom apotek ",4900000
5578,72,"Fiskeravgifter ",18000000
5700,72,"Arbeidsgiveravgift ",165500000000
5536,73,"Vektårsavgift ",372000000
5559,73,"Miljøavgift på metall ",55000000
5568,73,"Refusjon - Norsk Rikstoto og Norsk Tipping AS ",36887000
5572,73,"Legemiddelkontrollavgift ",75322000
5575,73,"Årsavgift Merkeregisteret ",9550000
5701,73,"Refusjon fra bidragspliktige ",305000000
5507,74,"Arealavgift mv. ",1900000000
5559,74,"Miljøavgift på glass ",81000000
5568,74,"Avgift-forhåndskontroll av kinofilm ",5500000
5575,74,"Sektoravgifter Kystverket ",773453000
5536,75,"Omregistreringsavgift ",1850000000
5575,75,"Fiskeriforskningsavgift ",151000000
3732,80,"Renter på investeringslån ",404000000
4840,80,"Renter, TCM DA ",100000000
5440,80,"Renter av statens kapital ",4900000000
5607,80,"Renter ",2182000000
5610,80,"Renter ",904000
5613,80,"Renter ",21900000
5614,80,"Renter ",100000
5615,80,"Renter ",3659000000
5617,80,"Renter ",3866755000
5619,80,"Renter ",116300000
5624,80,"Renter ",30000000
5625,80,"Renter på lån fra statskassen ",320000000
5629,80,"Renter ",1150000000
5652,80,"Renter ",4700000
5701,80,"Renter ",1700000
5625,81,"Rentemargin, innovasjonslåneordningen ",5000000
5650,81,"Renter på lån til Secora AS ",4000000
3634,85,"Innfordring av feilutbetalinger, arbeidsmarkedstiltak ",200000
3635,85,"Innfordring av feilutbetaling av ventelønn ",800000
3732,85,"Avdrag på investeringslån fom. 2008 ",212000000
4150,85,"Markedsordningen for korn ",59520000
4610,85,"Overtredelsesgebyr - valutadeklarering ",6000000
4618,85,"Overtredelsesgebyr ",100000
4620,85,"Tvangsmulkt ",10000000
4634,85,"Misligholdte lån i Statens lånekasse for utdanning ",240000000
4825,85,"Fondsavkastning ",1216000000
5611,85,"Utbytte ",225000000
5616,85,"Aksjeutbytte ",357000000
5618,85,"Utbytte ",188000000
5622,85,"Utbytte ",478000000
5625,85,"Utbytte, lavrisikolåneordningen ",17400000
5631,85,"Statens overskuddsandel ",30000000
5651,85,"Utbytte ",5000000
5652,85,"Utbytte ",121000000
5656,85,"Utbytte ",10333453000
5685,85,"Utbytte ",14421000000
5692,85,"Utbytte ",77200000
5693,85,"Utbytte fra Folketrygdfondet ",1100000
4602,86,"Vinningsavståelse og overtredelsesgebyr ",500000
4634,86,"Bøter, inndragninger mv. ",1300000000
4799,86,"Militære bøter ",500000
4840,86,"Avdrag, TCM DA ",1114000000
5625,86,"Utbytte fra investeringsfond for Nordvest-Russland og Øst-Europa ",500000
5631,86,"Utbytte ",2000
3287,87,"Avkastning - Regionale forskningsfond ",219000000
4634,87,"Trafikantsanksjoner ",70000000
4634,88,"Forsinkelsesgebyr, Regnskapsregisteret ",200000000
5310,89,"Purregebyrer ",117600000
3100,90,"Tilbakebetaling av nødlån fra utlandet ",318000
3614,90,"Tilbakebetaling av lån ",10200000000
3732,90,"Avdrag på investeringslån tom. 2007 ",676000000
4023,90,"Tilbakebetaling lån fra Nofima ",4284000
4162,90,"Avdrag på lån ",50000000
4312,90,"Avdrag på lån ",444400000
4322,90,"Avdrag på lån ",25000000
5310,90,"Redusert lån og rentegjeld ",8253202000
5312,90,"Avdrag ",10540000000
5325,90,"Avdrag på utestående fordringer ",42200000000
5326,90,"Avdrag på utestående fordringer ",100000000
5329,90,"Avdrag på utestående fordringer ",6350000000
5325,91,"Tilbakeført kapital, såkornfond ",10000000
5460,91,"Avdrag på lån til byggelånsgarantiordningen ",100000
5310,93,"Utdanningslån ",5200318000
4533,95,"Fondskapital Samefolkets fond ",75000000
4540,95,"Fondskapital Romanifolket/taternes kulturfond ",75000000
4840,95,"Fondskapital ",2000000000
3950,96,"Salg av aksjer ",25000000
3950,97,"Salg av EWOS ",1800000000
